NUM_Thefts,hblock,streetuse,length,RackDist,InterDist,BikewayDis,ParkDist,StationDis,BusDist,SignalDist,Population,Pop_employ,Empl_rate,Bike_Commu,age_avg,age_median,area,Pop_densit,Arterial,Collector,Residentia,SecArteria,NUM_racks,NUM_parkin,NUM_statio,NUM_bus,NUM_inters,NUM_signal,CompDev,Commercial,Industrial,MultiRes,OneRes,TwoRes
2.915,2300 YORK AV,Residential,172.535,0.0669068271822612,0.2263982091166042,1.5516710333275662e-06,0.0625170538908858,0.3628860643360194,0.0557510392066879,0.0946497824767374,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.972,2300 E 2ND AV,Residential,105.384,0.1325896618755689,0.1382817072178584,0.2599235181347673,0.2541236455814623,0.1380653674097225,0.0373827253192067,0.0824190788835109,0.3922493525712172,0.5256504483316184,0.8019480519480517,0.608,0.2111111111111117,0.2031250000000001,0.3734137795936593,0.2234996691660948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.393,1800 TRAFALGAR ST,Residential,50.832,0.0549113280955192,0.0666988591778837,1.5516710333275662e-06,0.0508433333608951,0.4244718906140366,0.0871503163219129,0.1249132587056388,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.295,3000 W 12TH AV,Residential,140.767,0.0942362407994804,0.1847124062764899,0.0579843948444178,0.0774943567124705,0.5406164170907497,0.1557568354727227,0.2239301665577723,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.827,800 E 16TH AV,Residential,38.109,0.0254264950737485,0.0500024931700263,0.2037871634910426,0.2840909493598368,0.1622913737171541,0.0689069678030716,0.1416871054991445,0.4621716611172771,0.5587240923122152,1.0,0.98,0.0,0.0,0.2236899268157612,0.3664088583614973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.334,900 DAVIE ST,Arterial,54.697,0.0094211083887121,0.0717718040840749,0.0301613815458212,0.007377321248646,0.0963100670552872,0.0050959282028756,0.0198096110078505,1.0,1.0,0.7045454545454544,0.38,0.255555555555556,0.1250000000000001,0.3618374627155221,0.5982012308535262,1.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0,0.5,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0
0.971,8400-8500 FRASER ST,Residential,236.532,0.5902963888028757,0.3103734243821531,0.3205915280313251,0.1380709583607475,0.2574770029404931,0.2401972644814921,0.3357036584182155,0.5277469478357381,0.2587093929148905,0.6201298701298701,0.434,0.1666666666666666,0.2500000000000003,0.6372717832175568,0.1927217973496884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.354,1800 SPYGLASS PLACE,Residential,214.725,0.0863528098562919,0.2817570812589721,0.0091773583266158,0.0753300629236895,0.0549656137687615,0.2026619218822868,0.2340095411802031,0.4744728079911209,0.171541966779362,0.2207792207792206,0.154,0.5666666666666669,0.3671875000000003,0.2113458192260422,0.3869226296186468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.862,7700 CAMBIE ST,Arterial,100.155,0.1625189336823415,0.1314215530612191,0.0164585746505054,0.510793414924266,0.0745053321276032,0.0432731142061162,0.1820850071928272,0.3050314465408805,0.4118771130383654,0.4318181818181816,0.274,0.4000000000000001,0.5234375000000003,0.5542893901987086,0.1151956300427147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.745,1800 BALACLAVA ST,Residential,49.711,0.0634845553639972,0.065229201057104,1.5516710333275662e-06,0.0739173215557637,0.5161198132592244,0.0611405030839857,0.0897596740990133,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
