NUM_Thefts,hblock,streetuse,length,RackDist,InterDist,BikewayDis,ParkDist,StationDis,BusDist,SignalDist,Population,Pop_employ,Empl_rate,Bike_Commu,age_avg,age_median,area,Pop_densit,Arterial,Collector,Residentia,SecArteria,NUM_racks,NUM_parkin,NUM_statio,NUM_bus,NUM_inters,NUM_signal,CompDev,Commercial,Industrial,MultiRes,OneRes,TwoRes
2.548,300 VERNON DRIVE,Residential,33.873,0.0205476069720053,0.0444440362060775,0.2419722359502007,0.0436508733363966,0.2324485630728919,0.0483408587301072,0.1086442860847406,0.0853681095079541,0.3180949581067176,0.3896103896103896,0.044,1.0,1.0,0.3177312210371334,0.0524430927273661,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.447,500 ROBSON ST,Arterial,49.654,2.7952124842885705e-06,0.0651530937615637,0.0667715079061518,0.0012895989869841,0.0240161745431343,0.0322495733895021,0.0179827922656463,1.0,1.0,0.7045454545454544,0.38,0.255555555555556,0.1250000000000001,0.3618374627155221,0.5982012308535262,1.0,0.0,0.0,0.0,0.2142857142857142,0.2857142857142857,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0
1.737,1100-1200 E 11TH AV,Residential,38.391,0.0707670156230637,0.0503725320897226,0.0875670030948078,0.149298767631213,0.080543115680238,0.1032798889243991,0.0742614132710196,0.4621716611172771,0.5587240923122152,1.0,0.98,0.0,0.0,0.2236899268157612,0.3664088583614973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.853,1300 W 62ND AV,Residential,50.502,0.0917786278674609,0.066265834910154,0.2024620364285808,0.6917010894409396,0.2146245279633039,0.1121550889354599,0.1809984774095971,0.3050314465408805,0.4118771130383654,0.4318181818181816,0.274,0.4000000000000001,0.5234375000000003,0.5542893901987086,0.1151956300427147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.232,4400 DUNBAR ST,Arterial,52.495,0.0005410289052923,0.068882351243042,0.0,0.5579032012294158,0.6901650210855831,0.0270063455818892,0.0190120981469596,0.2488901220865704,0.010730560047038,0.5259740259740258,0.09,0.3111111111111115,0.6718750000000002,1.0,0.0251109264920265,1.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0
1.39,1700 TRAFALGAR ST,Residential,47.392,0.0698445955032485,0.0621849092354891,3.1033420666551325e-06,0.0646465016342204,0.423306218873655,0.1128804198410972,0.1604876925149687,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.692,5800-6000 TISDALL ST,Residential,217.584,0.1404442089564198,0.2637563936689228,0.1177586422257789,0.5198206078331549,0.0672223930505672,0.1646841487013439,0.2304964282144259,0.0935997040325564,0.0485080111715419,0.0032467532467532,0.0,0.6666666666666666,0.7500000000000003,0.2676077888691983,0.0712605608554305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.331,5400 WEST BOULEVARD,Arterial,98.373,0.0109212057552803,0.1290832220154786,0.0412286751910301,0.0017316712754007,0.3917667549714326,0.0051246436492865,0.1146093345946736,0.1354975952645209,0.0754079082757606,0.0422077922077921,0.054,0.7000000000000005,0.8359375000000004,0.2207975453603087,0.1182616924932576,1.0,0.0,0.0,0.0,0.0714285714285714,0.6071428571428571,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.788,5200 BALACLAVA ST,Residential,52.847,0.1568750890973979,0.0693416194057857,0.0807567189295331,0.316862769185701,0.594433720764786,0.2102661975059039,0.3245594846082191,0.2488901220865704,0.010730560047038,0.5259740259740258,0.09,0.3111111111111115,0.6718750000000002,1.0,0.0251109264920265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.963,100 GORE AV,Residential,50.708,0.0116318108846195,0.0665361470287974,0.0671167547110672,0.0050219648208499,0.1295431052361231,0.015384034530856,0.0183645263961545,0.0853681095079541,0.3180949581067176,0.3896103896103896,0.044,1.0,1.0,0.3177312210371334,0.0524430927273661,0.0,0.0,1.0,0.0,0.1428571428571428,0.0714285714285714,0.0,0.25,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0
3.956,2900 BURRARD ST,Secondary Arterial,51.193,0.135135479290426,0.0671712492881343,0.1338572291965525,0.1185421123318382,0.3095494612260875,0.1471273120587326,0.0942803623504391,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3.621,3600 W BROADWAY,Arterial,150.773,0.005696953622145,0.1978422269519553,0.0761870477363835,0.0381590775129609,0.6381234882313135,0.0074984538859177,0.0546060894923877,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,1.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
