hblock,streetuse,length,RackDist,InterDist,BikewayDis,ParkDist,StationDis,BusDist,SignalDist,Population,Pop_employ,Empl_rate,Bike_Commu,age_avg,age_median,area,Pop_densit,Arterial,Collector,Residentia,SecArteria,NUM_Thefts,NUM_racks,NUM_parkin,NUM_statio,NUM_bus,NUM_inters,NUM_signal,CompDev,Commercial,Industrial,MultiRes,OneRes,TwoRes
2500 ALDER ST,Residential,51.229,125.732,25.614,0.0,39.865,1208.451,76.434,81.842,33620,9590,53.9,455,43.4,40.2,3638258.8024592097,0.009240684026457,0,0,1,0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0
400 E 50TH AV,Residential,250.859,321.718,73.725,178.473,276.792,1557.898,122.164,208.101,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
600 W 45TH AV,Residential,100.021,454.287,117.781,0.578,1877.499,478.603,254.892,268.611,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
6900 COMMERCIAL ST,Residential,166.022,237.155,83.011,359.872,1576.244,3080.074,236.025,254.304,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3600 NORMANDY DRIVE,Residential,117.7,1505.314,58.85,109.698,2033.8,1160.516,107.659,158.326,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4700-4800 PATON ST,Residential,135.15,749.023,88.189,110.89,722.755,3313.155,485.461,513.668,15295,6320,48.4,205,44.6,46.2,3703560.327458601,0.004129809871491,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
800 W KENT AV SOUTH,Residential,256.56,789.428,123.802,228.781,2443.422,889.745,256.407,338.439,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2000 E 28TH AV,Residential,120.284,136.736,60.142,253.815,1620.178,625.636,137.705,134.259,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4900 DUMFRIES ST,Residential,45.528,631.834,22.764,0.0,1305.687,1612.549,141.682,22.764,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,1,0
3200 E 26TH AV,Residential,53.928,828.622,26.964,50.836,1365.154,912.835,37.753,96.921,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
4700 W 6TH AV,Residential,328.549,592.084,118.69,195.483,585.012,7035.544,202.422,291.471,13065,3755,55.8,175,42.1,43.9,5304418.066323932,0.002463041154872,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4300 CYPRESS ST,Residential,138.9,1135.402,69.45,241.145,1104.199,2456.851,282.018,325.01,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1600 W 8TH AV,Residential,172.588,150.963,86.294,96.817,6.435,1834.283,147.154,126.941,33620,9590,53.9,455,43.4,40.2,3638258.8024592097,0.009240684026457,0,0,1,0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2500 LAKEWOOD DRIVE,Residential,55.365,429.211,27.682,8.584,527.257,478.67,35.394,27.682,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,1,1
2900 BALACLAVA ST,Residential,50.306,264.511,25.153,0.0,433.509,4128.966,222.56,235.319,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
4500 EARLES ST,Secondary Arterial,121.812,176.135,60.906,23.453,1079.287,244.488,8.123,60.906,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,1,0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0
8000-8200 OAK ST,Arterial,251.277,684.307,125.639,128.135,2642.967,985.853,87.574,125.639,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
6100-6200 VINE ST,Residential,107.567,316.75,102.775,115.574,430.424,3213.525,319.545,323.929,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5000 MCHARDY ST,Residential,70.344,246.728,47.979,96.772,578.608,242.671,170.952,245.148,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
300 TEMPLETON DRIVE,Residential,53.122,129.89,26.561,140.604,8.206,2148.842,37.426,26.561,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,16.0,0.0,2.0,0.0,1.0,1.0,1.0,0,1,0,1,0,0
4100 GLADSTONE ST,Residential,41.137,334.562,20.569,27.174,1485.094,338.958,323.754,296.806,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
700 SE MARINE DRIVE,Arterial,98.026,1570.332,49.013,330.417,366.179,2058.951,63.74,160.086,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
1900 ALMA ST,Arterial,49.688,79.341,24.844,73.962,638.374,4676.11,77.193,74.51,13065,3755,55.8,175,42.1,43.9,5304418.066323932,0.002463041154872,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1
5500 VICTORIA DRIVE,Secondary Arterial,48.765,4.525,24.382,139.004,1790.9,1663.34,13.228,87.62,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,1,0,0,1,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0,1,0,0,0,1
0 W 44TH AV,Residential,129.674,459.71,64.837,105.915,1175.679,718.195,303.592,328.181,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1100 E 26TH AV,Residential,135.188,403.884,67.594,216.43,1431.718,1792.095,91.642,115.079,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
2100 W 53RD AV,Residential,5.495,615.652,2.747,295.28,1123.943,2937.076,258.956,398.144,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1900 W 49TH AV,Secondary Arterial,46.958,79.031,23.479,504.578,746.874,2441.419,152.815,23.479,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,1,0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
2800 W 45TH AV,Residential,50.45,629.261,25.225,0.0,638.152,3885.181,412.109,423.924,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
6300 HUDSON ST,Residential,50.531,1165.658,25.265,164.321,1391.148,1380.575,173.207,385.41,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2300 W 4TH AV,Arterial,172.521,7.154,86.261,377.222,9.432,2763.675,42.999,86.261,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,1,0,0,0,5.0,4.0,24.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
3200-3400 GRANVILLE ST,Arterial,45.003,77.665,22.502,583.603,125.039,1869.553,50.996,22.501,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,1,0,0,0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1,1,0,1,0,0
5500-5600 CHESTER ST,Residential,164.925,94.722,82.462,279.29,85.412,1952.314,95.514,158.509,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
7100-7200 ARBUTUS ST,Residential,124.49,764.859,114.937,293.675,1364.15,2851.664,238.254,318.485,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1600 E 32ND AV,Residential,50.367,524.657,25.184,151.93,1532.908,1378.273,156.692,179.409,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2000 W 44TH AV,Residential,52.685,212.46,26.342,109.004,122.477,2825.024,95.683,126.83,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0
3000 STEPHENS ST,Residential,50.361,131.856,25.18,115.295,538.694,3671.59,144.097,159.555,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
0 E 26TH AV,Residential,86.962,197.147,43.481,89.353,166.785,846.527,108.966,121.943,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3500 TANNER ST,Residential,42.211,570.421,23.586,149.024,1093.056,594.959,285.17,241.633,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
7100-7200 BALACLAVA ST,Residential,115.639,1702.592,57.82,0.301,1909.236,4414.237,1646.382,1012.979,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
800 E CORDOVA ST,Arterial,19.888,103.937,9.944,111.939,43.115,1398.763,19.254,9.972,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,1,0,0,0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0,1,0,0,0
1800 W 49TH AV,Secondary Arterial,58.507,131.761,29.253,88.114,764.279,2388.69,113.028,29.253,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,1,0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
5100-5300 INVERNESS ST,Residential,195.148,786.893,94.009,121.457,772.162,2152.441,247.335,247.99,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4300 RENFREW ST,Residential,48.319,124.206,24.16,206.108,1284.803,193.631,152.027,159.393,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
200 HEATLEY AV,Residential,50.325,30.121,25.163,139.235,73.032,1340.623,48.337,25.162,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,0,0,1,0,19.0,2.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,0
4200 GLEN DRIVE,Residential,30.222,494.589,62.386,144.07,1363.206,1879.259,150.813,206.424,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
6500-6600 SHERBROOKE ST,Residential,46.948,679.127,23.474,100.9,654.491,2544.556,39.211,103.505,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
800 GARDEN DRIVE,Residential,50.33,424.993,25.165,103.666,453.135,1723.022,93.549,120.564,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
4100-4200 ANGUS DRIVE,Residential,153.652,1126.019,76.826,0.0,1191.868,2243.773,176.446,179.099,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3200 TURNER ST,Residential,55.574,454.496,27.787,29.419,1384.637,2047.736,218.956,230.485,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1900 E 49TH AV,Secondary Arterial,48.119,73.466,24.059,270.564,1723.166,2605.07,58.045,73.768,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,1,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0
1800 W 29TH AV,Residential,55.668,1087.613,27.834,165.302,1058.172,2311.568,455.824,395.893,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1700 KINGSWAY,Arterial,34.472,43.889,17.236,336.212,1440.332,954.389,21.439,17.236,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,1,0,0,0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0,1,0,1,0,0
5000 MACKENZIE ST,Collector,52.804,40.736,26.402,201.328,920.334,4038.263,52.471,710.298,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1000 W 70TH AV,Arterial,50.893,546.514,25.447,251.184,2684.902,992.607,24.914,25.447,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,1,0,0,0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,1
2600-2700 HEATHER ST,Residential,153.532,161.954,76.766,26.664,5.532,395.4,175.495,130.095,33620,9590,53.9,455,43.4,40.2,3638258.8024592097,0.009240684026457,0,0,1,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
3600 GLEN DRIVE,Residential,50.286,87.421,25.143,140.755,1223.882,1431.607,77.18,105.146,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1
1500 W 36TH AV,Residential,219.422,987.105,109.711,108.269,982.428,1915.367,121.512,152.116,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2600 STEPHENS ST,Residential,50.29,173.996,25.145,114.272,137.545,3491.786,156.447,135.053,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2100 W KING EDWARD AV,Arterial,74.076,695.854,20.953,16.069,1117.991,2935.35,23.484,179.348,15295,6320,48.4,205,44.6,46.2,3703560.327458601,0.004129809871491,1,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1,0,0,0,1,0
6900 ST. GEORGE ST,Residential,50.294,507.2,25.147,251.038,345.402,1714.603,235.647,260.805,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1600 E 21ST AV,Residential,130.787,333.133,65.394,70.123,912.221,1143.511,330.768,337.785,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
3200 W 55TH AV,Residential,114.353,1529.556,57.177,79.703,1801.786,4444.285,1477.718,851.216,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2800 E 54TH AV,Collector,112.313,1400.363,56.156,284.052,1672.081,2296.316,389.777,394.387,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
700 E 13TH AV,Residential,48.143,190.09,24.071,316.314,727.48,1058.179,48.348,103.466,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
7100-7200 GLADSTONE ST,Residential,47.257,332.999,23.629,133.586,2129.874,3022.394,278.467,308.428,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
400 E 64TH AV,Residential,49.71,1442.873,24.855,537.794,320.896,1448.477,135.712,165.894,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
7500 FREMLIN ST,Residential,52.594,1037.315,26.297,74.616,2519.79,1095.377,146.846,155.848,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
2900-3000 W 7TH AV,Residential,124.048,188.281,100.335,93.281,178.291,3804.924,192.346,215.53,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
2200 BAYSWATER ST,Residential,44.957,215.183,22.478,192.216,189.436,3689.381,194.308,201.746,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1
800 E KING EDWARD AV,Arterial,53.447,243.89,70.385,213.819,1005.241,1954.482,110.649,70.422,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2900-3000 W 6TH AV,Residential,162.317,197.603,81.159,128.317,187.978,3762.133,208.573,208.656,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
7100-7200 CARNARVON ST,Residential,221.96,1655.525,110.98,226.006,1758.659,4188.687,1421.879,984.524,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
400 W 64TH AV,Residential,58.661,273.022,29.331,117.756,1664.899,307.259,40.674,29.331,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,1,0,0,1,1,1
3700 VINE ST,Residential,50.332,571.282,25.166,286.851,940.873,3145.727,280.544,386.436,15295,6320,48.4,205,44.6,46.2,3703560.327458601,0.004129809871491,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
3500 OXFORD ST,Residential,53.422,506.664,26.711,298.121,2133.993,2813.369,187.56,446.1,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
500 W 59TH AV,Residential,99.285,807.17,49.643,2.103,1979.82,841.312,171.37,180.807,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
3200 ADANAC ST,Residential,7.502,592.641,3.751,22.467,1391.084,1871.822,191.045,409.889,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,1,0
1500 MARPOLE AV,Residential,145.773,150.171,60.908,652.647,188.227,1926.08,97.169,98.897,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4100 DONCASTER WAY,Residential,167.055,1167.01,34.522,144.756,1636.138,6252.579,1002.107,1061.325,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
3000 NOOTKA ST,Residential,44.261,372.69,22.13,331.155,2030.963,376.703,209.673,200.97,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2700 MAIN ST,Arterial,100.571,18.384,50.286,24.347,13.451,1026.574,18.502,50.286,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,1,0,0,0,4.0,1.0,15.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0
4700 HUDSON ST,Residential,65.286,1176.949,30.422,361.992,1013.138,1595.588,268.15,334.768,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2600 E 34TH AV,Residential,30.145,102.317,29.74,41.827,1181.373,767.587,87.936,46.421,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0
1300 E 8TH AV,Residential,93.507,162.583,46.753,100.588,341.734,340.224,93.047,137.715,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
300 GARDEN DRIVE,Residential,50.264,81.695,25.132,92.551,39.263,2242.375,79.88,94.181,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0,1,0,1,1,0
2000 W 54TH AV,Residential,58.786,630.813,29.393,152.505,1256.029,2745.242,109.04,445.456,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
6300-6400 MACDONALD ST,Collector,224.212,788.353,112.106,265.067,788.77,3730.115,706.858,618.939,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3100 W 16TH AV,Secondary Arterial,129.697,59.7,64.848,74.004,675.038,4299.718,21.409,76.64,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
1700 KASLO ST,Residential,58.432,784.967,29.216,183.535,1407.329,1156.379,185.81,185.665,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
2300 W 10TH AV,Residential,172.312,138.311,86.156,0.0,114.637,2976.246,155.289,137.741,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
1700 E 45TH AV,Residential,6.103,283.692,45.232,148.408,1550.596,2346.277,232.674,286.759,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3500 W 7TH AV,Residential,38.76,195.241,19.38,100.084,339.003,4575.279,164.954,194.188,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1
2400 SE MARINE DRIVE,Arterial,78.526,1667.172,39.263,56.649,2766.938,3909.813,17.333,39.263,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,1,0,0,0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,1,0
8000 SOPHIA ST,Residential,50.309,1260.742,25.154,496.469,497.694,1267.79,128.478,203.862,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
0 E 1ST AV,Residential,79.377,141.175,39.689,0.0,26.973,384.955,134.463,43.066,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,0,0,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0
3600 GLEN DRIVE,Residential,29.707,16.41,14.854,141.185,1160.068,1362.454,38.836,14.854,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,1,1,0,1,0,0
2900 W 41ST AV,Arterial,202.927,650.19,101.463,105.17,669.754,4052.526,62.592,101.463,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4900 OSLER ST,Residential,53.353,1279.889,26.676,399.983,822.536,1343.679,158.449,167.985,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
6600-6900 CAMBIE ST,Arterial,69.443,162.827,34.721,0.0,1837.738,167.263,107.266,136.216,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,1,0,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
1300 E 29TH AV,Residential,47.111,551.368,23.556,0.0,1469.61,1564.561,42.717,23.556,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
300 RAYMUR AV,Residential,50.359,110.944,25.179,123.966,82.589,1632.055,82.303,115.25,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,0,0,1,0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0
