hblock,streetuse,length,RackDist,InterDist,BikewayDis,ParkDist,StationDis,BusDist,SignalDist,Population,Pop_employ,Empl_rate,Bike_Commu,age_avg,age_median,area,Pop_densit,Arterial,Collector,Residentia,SecArteria,NUM_Thefts,NUM_racks,NUM_parkin,NUM_statio,NUM_bus,NUM_inters,NUM_signal,CompDev,Commercial,Industrial,MultiRes,OneRes,TwoRes
3900 W 20TH AV,Residential,201.244,394.64,100.622,207.451,1034.769,5564.198,363.172,385.982,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2000 BRIGADOON AV,Residential,94.341,460.085,47.17,160.803,1988.717,3381.717,51.774,68.164,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
7700-8100 MATHESON CRESCENT,Residential,36.83,1956.75,30.567,958.968,2049.472,2692.562,17.798,147.544,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,0,1,0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0,0,0,0,0
2700 GARDEN DRIVE,Residential,50.305,299.343,25.152,56.585,778.354,827.135,123.014,179.694,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
900 RENFREW ST,Secondary Arterial,114.684,630.543,57.342,197.039,944.286,1872.544,28.994,57.342,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,1,0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0
GRANVILLE BRIDGE,Arterial,258.501,40.111,75.237,179.357,44.258,1605.766,34.85,83.797,33620,9590,53.9,455,43.4,40.2,3638258.8024592097,0.009240684026457,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0
2700 W 1ST AV,Residential,86.239,152.267,43.119,91.783,267.735,3293.697,110.476,98.859,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
5400 ROSS ST,Residential,50.278,590.897,25.14,165.568,551.664,2442.681,278.549,237.242,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,1,0
2700 PRINCE ALBERT ST,Residential,50.328,283.943,25.164,189.63,673.939,886.47,134.315,143.074,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
3300 E 54TH AV,Secondary Arterial,57.417,1353.79,28.708,516.511,1366.177,2040.258,127.881,134.777,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
500 DENMAN ST,Arterial,58.678,138.213,29.339,6.347,6.818,1241.27,96.222,96.459,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,16.0,0.0,7.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
5500-5600 ALMA ST,Residential,186.311,110.065,93.155,105.821,1778.132,5160.602,106.444,142.917,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1900 QUILCHENA CRESCENT,Residential,223.749,583.214,53.474,258.322,556.409,2599.322,296.901,203.839,15295,6320,48.4,205,44.6,46.2,3703560.327458601,0.004129809871491,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3800 W 4TH AV,Arterial,221.366,252.359,110.683,0.0,580.105,4934.471,78.108,110.683,13065,3755,55.8,175,42.1,43.9,5304418.066323932,0.002463041154872,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
0-100 E KENT AV SOUTH,Secondary Arterial,322.915,930.889,159.384,0.0,896.578,955.878,503.48,512.695,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
700 N KASLO ST,Residential,72.561,1140.965,36.28,96.059,1305.932,3596.446,353.84,361.497,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
2000 CREELMAN AV,Residential,39.973,289.918,19.986,156.602,307.992,2209.441,219.916,222.282,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1
200 E BROADWAY,Arterial,52.204,52.551,26.102,55.849,40.627,1032.244,17.158,26.102,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,1,0,0,0,15.0,0.0,1.0,0.0,2.0,2.0,1.0,1,1,0,0,0,0
700 W 46TH AV,Residential,76.051,565.505,38.025,0.002,1960.987,565.502,316.591,348.173,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
5700-5800 CREE ST,Residential,211.452,118.753,105.726,203.081,665.433,1175.825,117.389,144.596,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
200 PRIOR ST,Secondary Arterial,5.655,76.144,2.828,117.799,108.355,413.296,162.848,57.564,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,1,0,0,1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,0
6300 TYNE ST,Residential,64.669,669.952,32.335,357.985,695.598,1365.788,12.461,161.641,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,0,1,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
1600 E PENDER ST,Residential,163.218,101.411,81.609,188.65,452.142,1702.664,90.883,133.001,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0
400 RENFREW ST,Secondary Arterial,45.868,249.919,22.934,257.251,770.133,2386.15,18.809,22.934,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,1,0,0,1,45.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0,1,0
3800-4000 BOUNDARY ROAD,Arterial,304.087,1316.062,130.187,152.926,1872.919,1344.31,59.531,152.043,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5700 EARLES ST,Residential,48.74,564.34,24.37,10.928,898.96,1398.042,106.488,108.388,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2900 W 31ST AV,Residential,201.031,219.146,100.516,103.937,1258.789,4132.616,98.016,508.573,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3000 KINGS AV,Residential,63.716,249.877,31.858,88.849,979.236,298.829,76.085,110.554,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
2800 W 49TH AV,Secondary Arterial,53.818,923.961,26.909,128.359,924.917,3806.967,822.755,566.094,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,1,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
5400 CROWN ST,Residential,63.84,623.31,31.92,60.951,2290.849,5670.626,222.752,221.429,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1400 LAKEWOOD DRIVE,Residential,46.97,312.589,23.483,0.0,519.831,1061.276,375.703,211.844,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
3800 W 37TH AV,Residential,200.662,441.87,100.331,243.024,2023.776,5385.348,303.351,392.207,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0 E 16TH AV,Secondary Arterial,18.167,222.652,9.084,0.003,233.178,982.641,270.051,1.836,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,1,0,0,1,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,1,0,1
900 W 23RD AV,Residential,105.473,217.131,102.218,420.521,497.606,801.877,132.194,145.155,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2300 MCLEAN DRIVE,Residential,50.298,151.561,25.149,88.742,368.635,352.277,123.31,159.72,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
5100 COMMERCIAL ST,Residential,46.25,229.895,23.125,126.071,1600.743,1492.018,228.941,234.079,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
3600 PENTICTON ST,Residential,46.63,432.282,23.315,141.413,1545.95,469.9,136.38,224.092,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
6400 ALBERTA ST,Residential,50.253,249.225,25.126,254.93,1587.908,246.009,70.752,73.863,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1200 THURLOW ST,Arterial,54.983,85.204,27.491,113.993,48.342,948.134,81.949,82.563,47200,27350,71.1,2570,42.8,38.4,2257987.747623282,0.020903567811509,1,0,0,0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0
0 E 55TH AV,Residential,64.512,1068.329,78.537,82.311,1066.983,1068.945,234.213,303.137,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1000 MCLEAN DRIVE,Residential,100.99,152.737,50.495,0.002,338.105,1114.228,214.431,151.723,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1900 W BROADWAY,Arterial,174.667,73.127,87.334,91.315,11.406,2318.455,47.532,87.334,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,1,0,0,0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
500 GRANVILLE ST,Arterial,49.653,38.877,24.826,592.989,94.827,135.534,6.848,24.826,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,76.0,2.0,0.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0
4400 W 15TH AV,Residential,221.354,506.403,110.677,333.044,496.562,6469.934,174.95,516.834,13065,3755,55.8,175,42.1,43.9,5304418.066323932,0.002463041154872,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1900 W 37TH AV,Residential,100.565,419.773,50.282,51.668,408.391,2511.681,408.371,414.126,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0 NANAIMO ST,Arterial,50.581,236.373,25.29,189.622,353.067,2557.011,22.323,25.29,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,1,0,0,0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0,0
500 W GEORGIA ST,Arterial,49.636,13.337,24.818,91.808,42.655,213.408,60.866,24.818,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,67.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0
8600-8700 RIVER DIST. CROSSING,Residential,188.507,3076.208,86.867,374.043,3119.443,3789.503,413.39,396.071,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
6000 LATTA ST,Residential,46.292,449.823,23.146,25.697,383.747,1052.974,134.19,394.878,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,1,0
3200 VENABLES ST,Residential,198.456,604.965,99.228,91.498,1508.299,1770.413,107.067,509.407,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1700 WATERLOO ST,Residential,51.706,248.406,25.853,83.853,699.804,4216.557,284.914,310.491,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
1500 HORNBY ST,Residential,85.888,86.719,42.944,0.001,7.082,827.171,47.438,192.204,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,0,0,1,0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
0 MALTA PLACE,Residential,78.04,1484.92,39.02,473.785,2357.755,809.27,216.646,194.595,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2900 DISCOVERY ST,Residential,50.284,384.412,25.142,0.0,375.143,6115.967,224.568,379.074,13065,3755,55.8,175,42.1,43.9,5304418.066323932,0.002463041154872,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1800 MATTHEWS AV,Residential,109.558,786.498,17.152,37.457,954.08,2348.157,173.814,278.922,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
2200 E 61ST AV,Residential,49.684,828.944,24.842,409.524,2458.872,3346.927,231.76,239.709,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,1,0
2300 PANDORA ST,Residential,40.449,208.457,20.224,0.0,167.037,2368.197,88.758,71.032,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0
5700-5800 KNIGHT ST,Arterial,184.333,840.569,92.167,201.553,950.99,2424.722,55.809,139.323,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2400 W 49TH AV,Secondary Arterial,50.259,527.419,25.129,379.479,756.088,3300.195,457.178,202.209,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,1,0,0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,1,0
900 E 24TH AV,Residential,43.836,437.942,21.918,54.75,1193.272,1789.606,53.873,63.509,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1
1700 PRESTWICK DRIVE,Residential,50.48,513.856,21.419,67.707,1706.972,3505.699,264.031,191.434,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
3400-3500 BLENHEIM ST,Collector,171.511,282.977,51.847,50.686,940.304,4629.772,252.521,268.736,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
200 HEATLEY AV,Residential,50.278,78.214,25.139,181.406,105.324,1300.049,90.121,25.139,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,0,0,1,0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,0
100 E 35TH AV,Residential,46.949,206.89,23.475,83.949,623.967,1204.721,118.748,103.29,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1
1500 LAURIER AV,Residential,51.825,747.332,25.913,380.709,791.44,1761.43,40.715,160.347,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0
6100 QUEBEC ST,Residential,50.354,441.447,25.177,109.676,922.715,956.866,163.968,160.623,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
500 WOODLAND DRIVE,Residential,50.433,72.356,25.216,105.121,463.252,1655.575,144.363,170.134,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0
1000-1200 NOOTKA ST,Residential,53.556,955.386,26.778,441.354,1262.772,1548.311,189.173,241.417,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
5400 ALBERTA ST,Residential,51.12,346.819,25.56,174.588,1338.553,301.204,261.46,274.779,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
8600 CARTIER ST,Residential,119.804,68.117,61.301,313.192,3038.195,1510.955,100.127,60.397,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
MARINASIDE CRESCENT,Residential,30.344,239.112,7.586,13.253,41.439,511.926,44.446,20.509,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,0,0,1,0,13.0,0.0,1.0,0.0,0.0,2.0,1.0,1,0,0,0,0,0
7800-8400 ARBUTUS ST,Residential,61.832,1101.727,30.916,201.384,2464.463,2808.833,611.583,527.389,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
4200 YUKON ST,Residential,51.728,332.576,25.864,12.236,398.739,309.74,185.202,303.568,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2900 ST. CATHERINES ST,Residential,50.33,317.057,25.165,140.67,829.805,971.728,275.269,225.471,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
900 E 47TH AV,Residential,50.238,326.392,25.119,199.168,291.065,2195.244,212.421,326.829,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
800 W 62ND AV,Residential,46.992,747.481,23.496,26.449,2257.956,773.261,408.407,418.834,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1800 CASSIAR ST,Residential,50.7,1416.706,25.35,759.541,2221.072,841.442,194.472,216.256,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
3500 WELLINGTON AV,Residential,39.117,204.44,19.559,243.98,770.884,234.126,83.028,67.027,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0
5700-5800 ROSS ST,Residential,47.223,594.831,23.612,182.442,574.646,2439.13,129.373,23.324,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
6700 VICTORIA DRIVE,Secondary Arterial,32.849,7.237,16.425,481.156,1795.909,2742.234,18.045,210.475,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,1,0,0,1,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1,0,0,0,0,1
3100 STEPHENS ST,Residential,50.329,86.455,25.164,114.406,588.102,3696.547,105.671,164.785,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1
6500-6600 BEECHWOOD ST,Residential,115.651,377.66,57.826,140.439,703.76,2920.569,84.491,128.993,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
800 E 20TH AV,Residential,140.839,222.511,70.419,212.897,998.57,1552.346,212.798,245.906,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3400 YUKON ST,Residential,50.296,191.561,25.148,9.209,148.527,592.256,203.533,188.983,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2500 E GEORGIA ST,Residential,191.097,321.6,95.548,90.527,302.541,2032.438,235.598,256.598,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2000 UPLAND DRIVE,Residential,47.235,305.99,23.618,23.968,1957.37,3224.999,74.718,221.755,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
7700-7800 VIVIAN DRIVE,Residential,70.32,1182.93,81.839,0.003,2561.196,3181.03,198.103,281.688,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
200 GLEN DRIVE,Residential,28.087,20.325,14.044,111.745,112.567,1750.269,36.38,29.703,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,0,0,1,0,7.0,1.0,0.0,0.0,1.0,2.0,1.0,0,0,1,0,0,0
900 W 6TH AV,Secondary Arterial,174.716,198.006,87.358,46.154,136.704,736.011,251.064,300.811,33620,9590,53.9,455,43.4,40.2,3638258.8024592097,0.009240684026457,1,0,0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
100 N CASSIAR ST,Residential,65.951,581.379,32.976,0.002,1861.726,2861.604,362.295,316.288,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1200 E 48TH AV,Residential,171.473,693.882,85.737,86.233,670.4,2558.441,98.545,127.16,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
9000-9200 OAK ST,Residential,58.478,849.897,8.879,191.868,2803.021,1228.434,170.351,194.849,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,1,0,1,0
900 VENABLES ST,Secondary Arterial,180.413,159.072,86.926,84.012,526.579,1259.79,51.661,88.581,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0
700 DAVIE ST,Arterial,49.663,4.796,24.831,149.001,23.053,517.594,9.615,24.831,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,48.0,1.0,12.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0
0 E 16TH AV,Secondary Arterial,18.167,222.652,9.084,0.003,233.178,982.641,270.051,1.836,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,1,0,0,1,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,1,0,1
400 GARDEN DRIVE,Residential,54.063,75.099,27.032,93.478,44.664,2097.731,88.218,120.093,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1
4300 ASH ST,Residential,51.232,354.514,25.616,141.4,290.132,342.783,196.69,282.285,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,1
1200 BIDWELL ST,Residential,55.002,11.182,27.501,161.0,6.926,1493.836,85.819,27.501,47200,27350,71.1,2570,42.8,38.4,2257987.747623282,0.020903567811509,0,0,1,0,31.0,2.0,15.0,0.0,0.0,1.0,1.0,1,1,0,1,0,0
3600 W 29TH AV,Residential,47.414,27.307,23.707,0.0,1917.427,5122.461,31.48,23.707,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,9.0,3.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0
3200 E 21ST AV,Residential,55.303,1094.198,27.652,36.317,1846.984,1036.82,61.286,102.236,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
4100 GRANVILLE ST,Arterial,120.049,965.165,60.024,164.817,1010.073,1730.535,9.738,60.024,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0
5500-5600 CYPRESS ST,Residential,53.31,252.958,26.655,119.969,241.748,2418.742,43.926,114.232,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
