hblock,streetuse,length,RackDist,InterDist,BikewayDis,ParkDist,StationDis,BusDist,SignalDist,Population,Pop_employ,Empl_rate,Bike_Commu,age_avg,age_median,area,Pop_densit,Arterial,Collector,Residentia,SecArteria,NUM_Thefts,NUM_racks,NUM_parkin,NUM_statio,NUM_bus,NUM_inters,NUM_signal,CompDev,Commercial,Industrial,MultiRes,OneRes,TwoRes
1000 VERNON DRIVE,Residential,100.908,129.285,50.454,245.531,640.72,1071.38,92.109,180.74,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
900 W 20TH AV,Residential,207.099,129.335,103.55,418.437,735.712,913.683,105.005,144.204,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3100 CAROLINA ST,Residential,43.829,19.63,21.915,341.292,652.709,1348.291,56.751,120.886,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,0,0,1,0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0,1,0,1,1,0
6800-6900 HEATHER ST,Residential,198.709,695.187,99.355,0.002,2360.541,699.961,343.386,358.641,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
700 W 16TH AV,Secondary Arterial,48.484,24.555,24.242,44.764,317.433,760.589,6.257,24.242,33620,9590,53.9,455,43.4,40.2,3638258.8024592097,0.009240684026457,1,0,0,1,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0
2700 EUCLID AV,Residential,46.934,441.01,23.467,145.317,1315.708,356.76,38.427,114.062,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0
5400 ABERDEEN ST,Residential,69.338,255.559,34.669,186.276,386.646,514.897,210.34,261.714,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0,1,0
1500 E 49TH AV,Secondary Arterial,100.767,588.641,50.384,51.981,1207.676,2874.938,19.004,50.384,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,1,0,0,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,1,0
2500 E 18TH AV,Residential,171.453,616.32,54.184,278.14,1330.23,668.866,259.773,303.95,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4400 BRAKENRIDGE ST,Residential,48.409,771.82,24.205,50.04,918.197,3230.724,362.627,445.236,15295,6320,48.4,205,44.6,46.2,3703560.327458601,0.004129809871491,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
6700 ONTARIO ST,Residential,49.661,829.993,24.831,13.131,1069.983,829.348,311.001,285.678,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1300 W 57TH AV,Collector,51.245,705.442,25.623,220.135,1928.616,1724.813,194.083,200.265,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
3500 W 23RD AV,Residential,47.378,266.219,23.689,34.558,1277.27,5070.058,45.49,212.681,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
300 W CORDOVA ST,Arterial,85.289,5.595,40.197,37.372,11.335,300.624,8.645,53.308,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,59.0,4.0,11.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0
400 GLEN DRIVE,Residential,50.987,191.821,25.494,302.623,128.385,1611.741,76.807,80.359,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,0,0,1,0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,1
3300 E 3RD AV,Residential,143.77,1446.91,71.885,706.21,2215.426,756.868,119.353,130.584,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
6200-6400 BEATRICE ST,Residential,47.331,96.267,23.666,248.368,1700.233,2599.532,37.352,100.544,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,1
4000 COLLINGWOOD ST,Residential,50.321,326.572,25.161,245.247,1435.775,4848.272,74.175,84.588,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2100-2200 W 32ND AV,Residential,266.562,603.995,69.952,242.033,574.745,3071.028,214.991,245.278,15295,6320,48.4,205,44.6,46.2,3703560.327458601,0.004129809871491,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
7300-7400 DUFF ST,Residential,46.649,445.163,23.324,145.495,2024.252,3341.824,88.211,118.919,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
6500 MACDONALD ST,Collector,19.168,952.582,9.584,123.0,959.055,3750.104,887.487,643.508,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2700 E 6TH AV,Residential,183.8,644.062,91.9,95.433,1521.206,688.613,290.795,309.223,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2300 COLLINGWOOD ST,Residential,49.017,163.783,24.509,75.905,315.005,4462.542,160.364,165.238,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1
1600 E 59TH AV,Residential,147.458,715.16,73.729,0.001,1506.966,3295.496,287.912,73.729,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4500 HEATHER ST,Residential,53.694,603.693,26.847,0.002,239.842,591.181,276.621,273.744,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
1600-1700 W 60TH AV,Residential,73.373,676.568,36.686,68.012,1855.479,2385.664,87.05,98.223,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
0-100 SE MARINE DRIVE,Arterial,212.352,978.645,126.075,214.196,738.555,985.106,101.443,140.926,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
6200 EAST BOULEVARD,Residential,49.238,57.857,24.619,18.305,362.313,2853.844,63.403,139.078,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0
500 GLEN DRIVE,Residential,50.706,209.743,25.353,239.075,228.585,1521.095,173.487,180.636,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,0,0,1,0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
1700 FRANKLIN ST,Residential,154.266,112.264,77.133,100.361,605.56,1953.516,121.615,130.703,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
7300 JASPER CRESCENT,Residential,49.978,500.024,20.161,105.461,1735.002,3491.82,233.492,220.891,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
100 E 46TH AV,Residential,110.639,454.984,55.32,100.738,864.212,1003.58,102.582,102.569,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3100 VANNESS AV,Residential,47.418,531.576,23.709,21.445,643.707,524.245,237.291,23.709,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,1,1,0
6600 DOMAN ST,Residential,91.586,1086.177,45.793,323.154,1053.387,1720.464,156.021,161.458,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4500 MACKENZIE ST,Collector,52.892,326.172,26.446,127.916,1319.262,4016.628,17.883,343.716,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
500 RICHARDS ST,Arterial,112.145,3.997,56.072,0.002,8.154,208.734,116.096,56.072,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,16.0,2.0,9.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
800 COMMERCIAL DRIVE,Residential,50.261,25.045,25.13,112.669,82.127,1381.05,65.294,76.881,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1,0
7300 LAUREL ST,Residential,60.295,1093.634,36.067,182.825,2513.557,1098.6,186.825,34.841,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
500 W CORDOVA ST,Arterial,98.484,71.801,49.242,323.475,78.398,122.171,5.697,49.242,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0
2800 KASLO ST,Residential,59.312,65.186,29.656,92.248,1603.157,134.061,130.738,29.656,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,1,1,1,0,1,0
2900 LAUREL ST,Residential,51.192,217.824,25.596,89.88,123.963,818.574,167.404,176.52,33620,9590,53.9,455,43.4,40.2,3638258.8024592097,0.009240684026457,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0
700 E 38TH AV,Residential,49.328,173.011,24.664,95.559,106.727,1902.064,52.533,98.754,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,0
2000 TRAFALGAR ST,Residential,47.602,84.667,23.801,11.388,76.708,3192.393,71.841,74.066,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1
2700 TRINITY ST,Residential,191.595,934.079,95.798,99.757,1038.663,3328.811,107.35,146.023,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1800 CORNWALL AV,Arterial,103.738,107.379,51.869,0.0,89.399,1846.076,22.457,51.806,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,1,0,0,0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,0,0
1800 MAPLE ST,Residential,49.019,172.028,24.51,174.608,134.163,2133.815,165.483,171.601,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
1200 E HASTINGS ST,Arterial,154.547,37.993,31.669,337.927,179.486,1718.611,67.701,121.797,12585,14575,59.1,180,47.3,48.3,4373270.468820445,0.002877709048577,1,0,0,0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0
400-500 E 55TH AV,Residential,43.585,628.941,21.793,231.352,463.151,1739.771,255.22,279.797,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,1,0
900 CHILCO ST,Residential,55.01,303.435,27.505,0.004,109.835,1671.639,299.622,302.935,47200,27350,71.1,2570,42.8,38.4,2257987.747623282,0.020903567811509,0,0,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
7200 BRAEBURN ST,Residential,48.05,370.229,24.025,92.396,1678.1,3358.602,219.285,217.826,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1900 TEMPLETON DRIVE,Residential,45.765,598.893,22.885,140.657,674.134,798.685,237.326,224.091,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1
3400 W 11TH AV,Residential,92.341,202.609,46.171,298.035,286.9,4519.72,194.112,206.498,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3900-4000 GLADSTONE ST,Residential,126.734,324.61,63.367,0.004,1341.982,358.058,283.421,286.602,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1700 BURNABY ST,Residential,121.715,111.355,60.857,78.979,85.296,1594.99,56.858,125.739,47200,27350,71.1,2570,42.8,38.4,2257987.747623282,0.020903567811509,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
5900 MACKENZIE ST,Residential,49.67,622.604,24.835,127.977,635.808,3955.621,286.263,291.675,13975,4150,47.1,585,42.9,45.6,6614134.8309304,0.002112899170825,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
4000 W 20TH AV,Residential,219.689,519.441,109.844,208.493,1124.512,5757.852,385.481,388.392,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
900 JERVIS ST,Residential,55.071,166.084,27.536,154.399,89.369,841.377,297.545,302.684,47200,27350,71.1,2570,42.8,38.4,2257987.747623282,0.020903567811509,0,0,1,0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
300 N KAMLOOPS ST,Residential,55.042,418.962,27.521,331.087,725.086,2961.871,81.301,162.428,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
4300 W 9TH AV,Residential,221.181,98.065,110.591,96.425,89.944,6109.175,119.609,148.06,13065,3755,55.8,175,42.1,43.9,5304418.066323932,0.002463041154872,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
100 N CASSIAR ST,Residential,63.633,523.579,31.816,14.387,1817.025,2802.309,300.306,253.278,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
3200 SOPHIA ST,Residential,50.245,167.806,25.122,140.895,174.975,1413.903,208.577,216.247,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1
5200 EAST BOULEVARD,Residential,49.692,149.282,24.846,220.935,117.635,2891.52,52.39,84.816,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
1100 E 29TH AV,Residential,50.606,626.706,25.303,0.001,1256.414,1923.477,385.812,393.897,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
6700 FRONTENAC ST,Residential,50.376,1118.257,25.188,798.419,1236.547,1860.302,26.645,25.188,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,0,1,0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1,0,0,0,1,0
1500 W 37TH AV,Residential,76.427,1001.313,38.214,0.002,995.341,1817.028,48.688,38.214,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
4800 DUMFRIES ST,Residential,162.942,619.36,81.471,0.0,1381.023,1530.171,153.482,86.029,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
8500 WILTSHIRE ST,Residential,54.789,434.124,27.395,67.73,2745.219,2138.007,422.678,95.538,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2800 E 27TH AV,Residential,40.358,243.226,5.195,190.445,1432.566,239.26,219.973,203.15,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
4200 OSLER ST,Residential,102.344,580.482,51.172,155.587,544.316,1070.477,159.171,173.457,8430,5910,49.0,205,43.8,45.7,4483905.832021184,0.001880057324085,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4800 RUPERT ST,Secondary Arterial,26.843,507.214,13.422,47.114,641.455,500.385,218.875,13.422,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,1,0,0,1,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,1,1,0
2400 W 5TH AV,Residential,172.483,150.279,86.242,253.114,100.772,2955.871,104.068,128.531,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
7900 LEASIDE ST,Residential,50.291,933.195,25.145,452.372,1815.675,3507.797,224.344,237.245,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
3000 E PENDER ST,Residential,190.802,544.785,95.401,247.173,1058.833,2226.837,162.826,140.479,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4600 SLOCAN ST,Secondary Arterial,111.558,390.76,55.779,168.287,1329.554,415.578,90.647,55.779,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
5700-5800 FLEMING ST,Residential,47.762,537.259,23.881,153.249,1264.009,2152.251,31.879,23.881,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,1,0
100 W 39TH AV,Residential,95.573,598.829,47.787,192.329,1137.925,587.703,284.122,295.726,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
8000-8200 SHAUGHNESSY ST,Residential,43.289,826.028,21.644,231.036,2547.421,921.565,105.487,210.898,24460,17765,60.4,755,41.9,42.2,6007639.575359696,0.004071482600308,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0
4000 SW MARINE DRIVE,Arterial,245.569,739.566,122.784,61.391,2387.17,5767.952,63.751,68.664,21425,4120,63.3,295,41.1,44.1,9087032.917377183,0.002357755297555,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
800 W 17TH AV,Residential,123.756,160.265,61.878,205.433,440.26,944.079,132.448,226.661,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
500 W 37TH AV,Residential,54.743,421.767,27.372,0.0,1115.996,436.31,84.343,96.041,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1
4100 BOUNDARY ROAD,Arterial,97.319,1137.834,48.659,361.182,1704.022,1166.726,155.329,328.486,51530,27425,61.0,370,41.2,40.0,8106850.399999439,0.006356352647139,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
300 KAMLOOPS ST,Residential,53.333,35.576,26.667,143.166,10.018,2286.701,52.467,26.667,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,1,0
3400-3600 SE MARINE DRIVE,Collector,59.672,2680.609,147.229,344.123,2738.023,3401.792,117.101,147.229,29325,19110,62.3,430,42.4,43.4,6939576.693017392,0.004225762074149,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
100 E 37TH AV,Residential,92.498,417.403,46.249,23.85,830.756,1044.884,110.975,93.948,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
1300-1400 FRANCES ST,Residential,127.486,144.495,63.743,69.022,505.69,1545.341,218.031,155.361,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
3200-3300 FINDLAY ST,Residential,50.646,315.059,25.323,185.976,440.434,646.12,158.296,173.847,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1
2900-3000 GARDEN DRIVE,Residential,59.606,471.069,29.803,105.041,816.573,896.549,133.074,121.533,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0
700 W 27TH AV,Residential,141.854,498.563,70.927,75.448,80.091,495.668,210.096,229.935,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
4900-5000 HEATHER ST,Residential,148.656,822.097,74.328,0.001,707.821,851.302,149.392,74.328,7970,31765,71.0,2095,42.1,40.2,2178080.618955667,0.003659185032288,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1900 MACDONALD ST,Secondary Arterial,49.625,76.949,24.812,103.916,122.159,3428.119,19.326,24.851,43045,15080,57.0,110,40.6,37.7,6367985.032080911,0.006759595034088,1,0,0,1,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0,1,0,0,0,1
2700 E 1ST AV,Arterial,183.484,690.101,91.742,97.233,1345.631,1198.497,279.705,91.742,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
700 GRANVILLE ST,Arterial,176.698,16.322,88.349,200.808,109.289,31.253,37.197,88.349,62030,37770,68.8,1020,40.6,37.1,4677998.388639083,0.013259944712817,1,0,0,0,44.0,2.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0
1200 COTTON DRIVE,Residential,50.026,141.752,25.013,141.019,111.953,1038.025,133.825,159.755,29175,21635,71.8,1590,40.2,38.1,4757978.609741545,0.006131805624402,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0
400 E 54TH AV,Residential,204.028,582.389,102.014,160.019,430.003,1627.029,340.358,364.709,36500,12555,66.2,1155,39.8,38.7,6580960.970335784,0.005546302457122,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1700 COMOX ST,Residential,160.912,31.671,80.456,0.0,76.434,1400.237,91.456,80.442,47200,27350,71.1,2570,42.8,38.4,2257987.747623282,0.020903567811509,0,0,1,0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1400 E 53RD AV,Residential,50.124,819.765,25.062,197.514,994.24,2904.074,27.109,25.062,31065,6065,54.9,510,43.7,44.3,5504918.44413391,0.005643135373441,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0
5300-5400 INVERNESS ST,Residential,176.723,805.031,88.362,0.001,761.292,2234.277,217.558,246.673,49325,12450,58.2,295,40.0,38.8,7258248.7473673215,0.006795716393419,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2000 SKEENA ST,Residential,51.18,1563.362,25.59,538.395,2490.398,702.099,259.125,328.141,34575,18115,69.9,2220,42.3,42.1,8338940.03751132,0.004146210410972,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0
900 W 52ND AV,Residential,57.328,835.67,28.664,258.34,2128.953,839.609,100.863,278.187,13030,5405,47.2,70,44.3,45.1,4026970.0669390145,0.003235683350858,0,0,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0
100 E 3RD AV,Residential,58.369,16.05,29.185,60.353,42.552,552.133,54.317,109.652,32955,22760,77.9,2520,38.3,35.5,3723543.6529631615,0.00885044008381,0,0,1,0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0
200 E 33RD AV,Secondary Arterial,44.917,130.763,22.458,146.911,475.56,1416.099,136.297,122.922,22555,27225,65.1,1580,40.2,39.3,4935559.289290368,0.004569897488405,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
3700 MACKENZIE ST,Residential,50.28,295.865,25.14,302.685,1198.154,4012.641,168.85,365.16,15295,6320,48.4,205,44.6,46.2,3703560.327458601,0.004129809871491,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
